Unnamed: 0,TFF,CT,TAV,SHOT_COUNT,STATISTICS_ID,MOLD_ID,MOLD_CODE,COUNTER_ID,CDATA_ID,SC,WACT,ACT,TOOLING_TYPE,TOTAL_CAVITIES,max_shots,DATE,HOUR,LIFE_CYCLE,PHASE
0,20201208154139,493.0,331,73,5542483,5534156,T122329,NCM2042I01026,5542410,4176,380.0,380.0,Hard Tool,,1000000,20201208,2020120815,0.004176,1
1,20201208164141,493.0,326,73,5546295,5534156,T122329,NCM2042I01026,5546222,4249,380.0,380.0,Hard Tool,,1000000,20201208,2020120816,0.004249,1
2,20201208174143,493.0,320,73,5549253,5534156,T122329,NCM2042I01026,5549180,4322,380.0,380.0,Hard Tool,,1000000,20201208,2020120817,0.004322,1
3,20201208184145,493.0,315,73,5552758,5534156,T122329,NCM2042I01026,5552685,4395,380.0,380.0,Hard Tool,,1000000,20201208,2020120818,0.004395,1
4,20201208194147,493.0,311,73,5555771,5534156,T122329,NCM2042I01026,5555698,4468,380.0,380.0,Hard Tool,,1000000,20201208,2020120819,0.004468,1
5,20201208204149,493.0,307,73,5564281,5534156,T122329,NCM2042I01026,5564208,4541,380.0,380.0,Hard Tool,,1000000,20201208,2020120820,0.004541,1
6,20201208214151,493.0,304,73,5567035,5534156,T122329,NCM2042I01026,5566962,4614,380.0,380.0,Hard Tool,,1000000,20201208,2020120821,0.004614,1
7,20201208224154,493.0,304,73,5571373,5534156,T122329,NCM2042I01026,5571300,4687,380.0,380.0,Hard Tool,,1000000,20201208,2020120822,0.004687,1
8,20201208234156,493.0,304,73,5584921,5534156,T122329,NCM2042I01026,5584779,4760,380.0,380.0,Hard Tool,,1000000,20201208,2020120823,0.00476,1
9,20201209004158,493.0,302,73,5589036,5534156,T122329,NCM2042I01026,5588965,4833,380.0,380.0,Hard Tool,,1000000,20201209,2020120900,0.004833,1
10,20201209014200,493.0,301,73,5593476,5534156,T122329,NCM2042I01026,5593405,4906,380.0,380.0,Hard Tool,,1000000,20201209,2020120901,0.004906,1
11,20201209024202,493.0,300,73,5595928,5534156,T122329,NCM2042I01026,5595788,4979,380.0,380.0,Hard Tool,,1000000,20201209,2020120902,0.004979,1
12,20201209034204,493.0,300,73,5605140,5534156,T122329,NCM2042I01026,5605013,5052,380.0,380.0,Hard Tool,,1000000,20201209,2020120903,0.005052,1
13,20201209044206,493.0,298,73,5607285,5534156,T122329,NCM2042I01026,5607150,5125,380.0,380.0,Hard Tool,,1000000,20201209,2020120904,0.005125,1
14,20201209054208,493.0,297,73,5611210,5534156,T122329,NCM2042I01026,5611062,5198,380.0,380.0,Hard Tool,,1000000,20201209,2020120905,0.005198,1
15,20201209064210,493.0,296,73,5614155,5534156,T122329,NCM2042I01026,5614007,5271,380.0,380.0,Hard Tool,,1000000,20201209,2020120906,0.005271,1
16,20201209074212,493.0,298,73,5617502,5534156,T122329,NCM2042I01026,5617358,5344,380.0,380.0,Hard Tool,,1000000,20201209,2020120907,0.005344,1
17,20201209084214,493.0,297,19,5621197,5534156,T122329,NCM2042I01026,5620997,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120908,0.005363,1
18,20201209094216,0.0,302,0,5626063,5534156,T122329,NCM2042I01026,5625855,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120909,0.005363,1
19,20201209104218,0.0,308,0,5630575,5534156,T122329,NCM2042I01026,5630356,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120910,0.005363,1
20,20201209114220,0.0,313,0,5633167,5534156,T122329,NCM2042I01026,5633071,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120911,0.005363,1
21,20201209124222,0.0,318,0,5636773,5534156,T122329,NCM2042I01026,5636691,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120912,0.005363,1
22,20201209134224,0.0,323,0,5638924,5534156,T122329,NCM2042I01026,5638769,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120913,0.005363,1
23,20201209144226,0.0,322,0,5642779,5534156,T122329,NCM2042I01026,5642697,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120914,0.005363,1
24,20201209154228,0.0,323,0,5645639,5534156,T122329,NCM2042I01026,5645552,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120915,0.005363,1
25,20201209164230,0.0,318,0,5658010,5534156,T122329,NCM2042I01026,5657927,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120916,0.005363,1
26,20201209174232,0.0,315,0,5661584,5534156,T122329,NCM2042I01026,5661495,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120917,0.005363,1
27,20201209184234,0.0,314,0,5665476,5534156,T122329,NCM2042I01026,5665390,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120918,0.005363,1
28,20201209194236,0.0,312,0,5679654,5534156,T122329,NCM2042I01026,5679574,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120919,0.005363,1
29,20201209204238,0.0,308,0,5685716,5534156,T122329,NCM2042I01026,5685628,5363,380.0,380.0,Hard Tool,,1000000,20201209,2020120920,0.005363,1
30,20201209214240,493.0,303,1,5689274,5534156,T122329,NCM2042I01026,5689197,5364,380.0,380.0,Hard Tool,,1000000,20201209,2020120921,0.005364,1
31,20201209224242,0.0,298,0,5692622,5534156,T122329,NCM2042I01026,5692547,5364,380.0,380.0,Hard Tool,,1000000,20201209,2020120922,0.005364,1
32,20201209234244,0.0,297,0,5707175,5534156,T122329,NCM2042I01026,5707102,5364,380.0,380.0,Hard Tool,,1000000,20201209,2020120923,0.005364,1
33,20201210004246,0.0,297,0,5714983,5534156,T122329,NCM2042I01026,5714910,5364,380.0,380.0,Hard Tool,,1000000,20201210,2020121000,0.005364,1
34,20210203050450,0.0,284,0,9133880,5534156,T122329,NCM2042I01026,9133879,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020305,0.005364,1
35,20210203060451,0.0,283,0,9133883,5534156,T122329,NCM2042I01026,9133882,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020306,0.005364,1
36,20210203070452,0.0,283,0,9133904,5534156,T122329,NCM2042I01026,9133903,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020307,0.005364,1
37,20210203080453,0.0,283,0,9133912,5534156,T122329,NCM2042I01026,9133911,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020308,0.005364,1
38,20210203090454,0.0,283,0,9133918,5534156,T122329,NCM2042I01026,9133916,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020309,0.005364,1
39,20210203100455,0.0,284,0,9133924,5534156,T122329,NCM2042I01026,9133923,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020310,0.005364,1
40,20210203110456,0.0,285,0,9133932,5534156,T122329,NCM2042I01026,9133929,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020311,0.005364,1
41,20210203120457,0.0,288,0,9133941,5534156,T122329,NCM2042I01026,9133939,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020312,0.005364,1
42,20210203130458,0.0,286,0,9133949,5534156,T122329,NCM2042I01026,9133947,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020313,0.005364,1
43,20210203140459,0.0,286,0,9133955,5534156,T122329,NCM2042I01026,9133954,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020314,0.005364,1
44,20210203050450,0.0,284,0,9134167,5534156,T122329,NCM2042I01026,9134166,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020305,0.005364,1
45,20210203060451,0.0,283,0,9134170,5534156,T122329,NCM2042I01026,9134169,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020306,0.005364,1
46,20210203070452,0.0,283,0,9134205,5534156,T122329,NCM2042I01026,9134204,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020307,0.005364,1
47,20210203080453,0.0,283,0,9134222,5534156,T122329,NCM2042I01026,9134221,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020308,0.005364,1
48,20210203090454,0.0,283,0,9134252,5534156,T122329,NCM2042I01026,9134249,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020309,0.005364,1
49,20210203100455,0.0,284,0,9134279,5534156,T122329,NCM2042I01026,9134278,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020310,0.005364,1
50,20210203110456,0.0,285,0,9134299,5534156,T122329,NCM2042I01026,9134298,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020311,0.005364,1
51,20210203120457,0.0,288,0,9134325,5534156,T122329,NCM2042I01026,9134324,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020312,0.005364,1
52,20210203130458,0.0,286,0,9134352,5534156,T122329,NCM2042I01026,9134348,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020313,0.005364,1
53,20210203140459,0.0,286,0,9134374,5534156,T122329,NCM2042I01026,9134373,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020314,0.005364,1
54,20210203150500,0.0,287,0,9134394,5534156,T122329,NCM2042I01026,9134393,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020315,0.005364,1
55,20210203160501,0.0,287,0,9134430,5534156,T122329,NCM2042I01026,9134429,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020316,0.005364,1
56,20210203170502,0.0,291,0,9134451,5534156,T122329,NCM2042I01026,9134448,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020317,0.005364,1
57,20210203180503,0.0,291,0,9134471,5534156,T122329,NCM2042I01026,9134470,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020318,0.005364,1
58,20210203190504,0.0,291,0,9134484,5534156,T122329,NCM2042I01026,9134483,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020319,0.005364,1
59,20210203200505,0.0,290,0,9134486,5534156,T122329,NCM2042I01026,9134192,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020320,0.005364,1
60,20210203210506,0.0,290,0,9134488,5534156,T122329,NCM2042I01026,9134215,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020321,0.005364,1
61,20210203220507,0.0,288,0,9134490,5534156,T122329,NCM2042I01026,9134225,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020322,0.005364,1
62,20210203231449,0.0,291,0,9135321,5534156,T122329,NCM2042I01026,9135320,5364,380.0,380.0,Hard Tool,,1000000,20210203,2021020323,0.005364,1
63,20210204001451,0.0,288,0,9142234,5534156,T122329,NCM2042I01026,9142233,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020400,0.005364,1
64,20210204011453,0.0,287,0,9142986,5534156,T122329,NCM2042I01026,9142985,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020401,0.005364,1
65,20210204021455,0.0,292,0,9144150,5534156,T122329,NCM2042I01026,9144149,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020402,0.005364,1
66,20210204031457,0.0,295,0,9145573,5534156,T122329,NCM2042I01026,9145572,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020403,0.005364,1
67,20210204041459,0.0,298,0,9146314,5534156,T122329,NCM2042I01026,9146313,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020404,0.005364,1
68,20210204051501,0.0,295,0,9147231,5534156,T122329,NCM2042I01026,9147230,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020405,0.005364,1
69,20210204061503,0.0,294,0,9148448,5534156,T122329,NCM2042I01026,9148447,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020406,0.005364,1
70,20210204071505,0.0,292,0,9149343,5534156,T122329,NCM2042I01026,9149337,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020407,0.005364,1
71,20210204081507,0.0,294,0,9150050,5534156,T122329,NCM2042I01026,9150049,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020408,0.005364,1
72,20210204091509,0.0,295,0,9150728,5534156,T122329,NCM2042I01026,9150727,5364,380.0,380.0,Hard Tool,,1000000,20210204,2021020409,0.005364,1
73,20210204101511,692.0,296,22,9151841,5534156,T122329,NCM2042I01026,9151840,5386,380.0,380.0,Hard Tool,,1000000,20210204,2021020410,0.005386,1
74,20210204111513,0.0,297,0,9152717,5534156,T122329,NCM2042I01026,9152716,5386,380.0,380.0,Hard Tool,,1000000,20210204,2021020411,0.005386,1
75,20210204121515,0.0,298,0,9153592,5534156,T122329,NCM2042I01026,9153588,5386,380.0,380.0,Hard Tool,,1000000,20210204,2021020412,0.005386,1
76,20210204131517,0.0,301,0,9154406,5534156,T122329,NCM2042I01026,9154405,5386,380.0,380.0,Hard Tool,,1000000,20210204,2021020413,0.005386,1
77,20210204141519,0.0,302,0,9155310,5534156,T122329,NCM2042I01026,9155309,5386,380.0,380.0,Hard Tool,,1000000,20210204,2021020414,0.005386,1
78,20210204151521,909.0,310,2,9156293,5534156,T122329,NCM2042I01026,9156292,5388,380.0,380.0,Hard Tool,,1000000,20210204,2021020415,0.005388,1
79,20210204161523,186.0,313,3,9156966,5534156,T122329,NCM2042I01026,9156965,5391,380.0,380.0,Hard Tool,,1000000,20210204,2021020416,0.005391,1
80,20210204171525,519.0,317,23,9157879,5534156,T122329,NCM2042I01026,9157878,5414,380.0,380.0,Hard Tool,,1000000,20210204,2021020417,0.005414,1
81,20210204181527,0.0,311,0,9158679,5534156,T122329,NCM2042I01026,9158678,5414,380.0,380.0,Hard Tool,,1000000,20210204,2021020418,0.005414,1
82,20210204191529,515.0,306,29,9159745,5534156,T122329,NCM2042I01026,9159744,5443,380.0,380.0,Hard Tool,,1000000,20210204,2021020419,0.005443,1
83,20210204201531,0.0,300,0,9160636,5534156,T122329,NCM2042I01026,9160635,5443,380.0,380.0,Hard Tool,,1000000,20210204,2021020420,0.005443,1
84,20210204211533,0.0,292,0,9161467,5534156,T122329,NCM2042I01026,9161466,5443,380.0,380.0,Hard Tool,,1000000,20210204,2021020421,0.005443,1
85,20210204221535,0.0,286,0,9162314,5534156,T122329,NCM2042I01026,9162313,5443,380.0,380.0,Hard Tool,,1000000,20210204,2021020422,0.005443,1
86,20210204231537,0.0,281,0,9163342,5534156,T122329,NCM2042I01026,9163341,5443,380.0,380.0,Hard Tool,,1000000,20210204,2021020423,0.005443,1
87,20210205001539,0.0,279,0,9170783,5534156,T122329,NCM2042I01026,9170782,5443,380.0,380.0,Hard Tool,,1000000,20210205,2021020500,0.005443,1
88,20210205011541,0.0,275,0,9171792,5534156,T122329,NCM2042I01026,9171791,5443,380.0,380.0,Hard Tool,,1000000,20210205,2021020501,0.005443,1
89,20210205021543,0.0,275,0,9172769,5534156,T122329,NCM2042I01026,9172768,5443,380.0,380.0,Hard Tool,,1000000,20210205,2021020502,0.005443,1
90,20210205031545,0.0,274,0,9173967,5534156,T122329,NCM2042I01026,9173966,5443,380.0,380.0,Hard Tool,,1000000,20210205,2021020503,0.005443,1
91,20210205041547,0.0,271,0,9174832,5534156,T122329,NCM2042I01026,9174831,5443,380.0,380.0,Hard Tool,,1000000,20210205,2021020504,0.005443,1
92,20210205051549,517.0,274,8,9175794,5534156,T122329,NCM2042I01026,9175793,5451,380.0,380.0,Hard Tool,,1000000,20210205,2021020505,0.005451,1
93,20210205061551,491.0,280,35,9176639,5534156,T122329,NCM2042I01026,9176638,5486,380.0,380.0,Hard Tool,,1000000,20210205,2021020506,0.005486,1
94,20210205071553,491.0,285,24,9177477,5534156,T122329,NCM2042I01026,9177476,5510,380.0,380.0,Hard Tool,,1000000,20210205,2021020507,0.00551,1
95,20210205081555,851.0,280,2,9178374,5534156,T122329,NCM2042I01026,9178373,5512,380.0,380.0,Hard Tool,,1000000,20210205,2021020508,0.005512,1
96,20210205091557,0.0,279,0,9179557,5534156,T122329,NCM2042I01026,9179556,5512,380.0,380.0,Hard Tool,,1000000,20210205,2021020509,0.005512,1
97,20210205101559,961.0,297,1,9180552,5534156,T122329,NCM2042I01026,9180551,5513,380.0,380.0,Hard Tool,,1000000,20210205,2021020510,0.005513,1
98,20210205111601,0.0,303,0,9181619,5534156,T122329,NCM2042I01026,9181618,5513,380.0,380.0,Hard Tool,,1000000,20210205,2021020511,0.005513,1
99,20210205121603,0.0,304,0,9182627,5534156,T122329,NCM2042I01026,9182626,5513,380.0,380.0,Hard Tool,,1000000,20210205,2021020512,0.005513,1
100,20210205131605,961.0,311,2,9183546,5534156,T122329,NCM2042I01026,9183545,5515,380.0,380.0,Hard Tool,,1000000,20210205,2021020513,0.005515,1
101,20210205141607,489.0,322,23,9184310,5534156,T122329,NCM2042I01026,9184309,5538,380.0,380.0,Hard Tool,,1000000,20210205,2021020514,0.005538,1
102,20210205151609,0.0,326,0,9185160,5534156,T122329,NCM2042I01026,9185159,5538,380.0,380.0,Hard Tool,,1000000,20210205,2021020515,0.005538,1
103,20210205161611,490.0,321,9,9186036,5534156,T122329,NCM2042I01026,9186035,5547,380.0,380.0,Hard Tool,,1000000,20210205,2021020516,0.005547,1
104,20210205171613,587.0,323,15,9186877,5534156,T122329,NCM2042I01026,9186876,5562,380.0,380.0,Hard Tool,,1000000,20210205,2021020517,0.005562,1
105,20210205181615,662.0,326,53,9187743,5534156,T122329,NCM2042I01026,9187742,5615,380.0,380.0,Hard Tool,,1000000,20210205,2021020518,0.005615,1
106,20210205191617,533.0,318,17,9188601,5534156,T122329,NCM2042I01026,9188600,5632,380.0,380.0,Hard Tool,,1000000,20210205,2021020519,0.005632,1
107,20210205201619,0.0,307,0,9189547,5534156,T122329,NCM2042I01026,9189546,5632,380.0,380.0,Hard Tool,,1000000,20210205,2021020520,0.005632,1
108,20210205211621,0.0,303,0,9190286,5534156,T122329,NCM2042I01026,9190285,5632,380.0,380.0,Hard Tool,,1000000,20210205,2021020521,0.005632,1
109,20210205222518,0.0,300,0,9191122,5534156,T122329,NCM2042I01026,9191121,5632,380.0,380.0,Hard Tool,,1000000,20210205,2021020522,0.005632,1
110,20210205232521,0.0,297,0,9195975,5534156,T122329,NCM2042I01026,9195965,5632,380.0,380.0,Hard Tool,,1000000,20210205,2021020523,0.005632,1
111,20210206002523,0.0,297,0,9199698,5534156,T122329,NCM2042I01026,9199697,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020600,0.005632,1
112,20210206012525,0.0,296,0,9200419,5534156,T122329,NCM2042I01026,9200418,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020601,0.005632,1
113,20210206022527,0.0,294,0,9201995,5534156,T122329,NCM2042I01026,9201994,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020602,0.005632,1
114,20210206032529,0.0,294,0,9202685,5534156,T122329,NCM2042I01026,9202684,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020603,0.005632,1
115,20210206042532,0.0,291,0,9203417,5534156,T122329,NCM2042I01026,9203416,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020604,0.005632,1
116,20210206052534,0.0,288,0,9204156,5534156,T122329,NCM2042I01026,9204155,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020605,0.005632,1
117,20210206062537,0.0,287,0,9204964,5534156,T122329,NCM2042I01026,9204963,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020606,0.005632,1
118,20210206072539,0.0,287,0,9205795,5534156,T122329,NCM2042I01026,9205794,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020607,0.005632,1
119,20210206082541,0.0,285,0,9206598,5534156,T122329,NCM2042I01026,9206597,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020608,0.005632,1
120,20210206092543,0.0,291,0,9207382,5534156,T122329,NCM2042I01026,9207375,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020609,0.005632,1
121,20210206102545,0.0,300,0,9208123,5534156,T122329,NCM2042I01026,9208122,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020610,0.005632,1
122,20210206112547,0.0,304,0,9208951,5534156,T122329,NCM2042I01026,9208948,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020611,0.005632,1
123,20210206122549,0.0,310,0,9209860,5534156,T122329,NCM2042I01026,9209858,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020612,0.005632,1
124,20210206132551,0.0,318,0,9210801,5534156,T122329,NCM2042I01026,9210800,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020613,0.005632,1
125,20210206142553,0.0,320,0,9211688,5534156,T122329,NCM2042I01026,9211687,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020614,0.005632,1
126,20210206152555,0.0,321,0,9212602,5534156,T122329,NCM2042I01026,9212601,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020615,0.005632,1
127,20210206162557,0.0,321,0,9213417,5534156,T122329,NCM2042I01026,9213416,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020616,0.005632,1
128,20210206172559,0.0,320,0,9214371,5534156,T122329,NCM2042I01026,9214370,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020617,0.005632,1
129,20210206182601,0.0,317,0,9215373,5534156,T122329,NCM2042I01026,9215372,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020618,0.005632,1
130,20210206192603,0.0,311,0,9216317,5534156,T122329,NCM2042I01026,9216316,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020619,0.005632,1
131,20210206202605,0.0,306,0,9217096,5534156,T122329,NCM2042I01026,9217095,5632,380.0,380.0,Hard Tool,,1000000,20210206,2021020620,0.005632,1
